"","Track","Category","Level","Album","id","Anger","Fear","Happy","Sad","Tender","Gender","Age","Musicianship","Emotion","Tension","Energy","Valence"
"3368",68,"Neg. Val.","Moderate","Road To Perdition",68,1,8,1,1,1,"Female",27,3,"Discrete",NA,NA,NA
"3369",69,"Neg. Val.","Moderate","Hellraiser",68,6,2,1,1,1,"Female",27,3,"Discrete",NA,NA,NA
"3370",70,"Neg. Val.","Moderate","Grizzle Man",68,1,9,1,1,1,"Female",27,3,"Discrete",NA,NA,NA
"3371",71,"Pos. Ene.","Moderate","The Untouchables",68,1,1,7,1,1,"Female",27,3,"Discrete",NA,NA,NA
"3372",72,"Pos. Ene.","Moderate","Man of Galilee CD1",68,1,1,7,1,1,"Female",27,3,"Discrete",NA,NA,NA
"3373",73,"Pos. Ene.","Moderate","Shine",68,1,1,7,1,1,"Female",27,3,"Discrete",NA,NA,NA
"3374",74,"Pos. Ene.","Moderate","Shine",68,1,1,8,1,1,"Female",27,3,"Discrete",NA,NA,NA
"3375",75,"Pos. Ene.","Moderate","Batman",68,1,1,7,1,1,"Female",27,3,"Discrete",NA,NA,NA
"3376",76,"Pos. Ene.","High","Juha",68,1,1,2,1,1,"Female",27,3,"Discrete",NA,NA,NA
"3377",77,"Pos. Ene.","High","Lethal weapon 3",68,1,1,1,1,4,"Female",27,3,"Discrete",NA,NA,NA
"3378",78,"Pos. Ene.","High","Crouching Tiger",68,1,2,1,5,1,"Female",27,3,"Discrete",NA,NA,NA
"3379",79,"Pos. Ene.","High","Batman",68,1,1,4,1,1,"Female",27,3,"Discrete",NA,NA,NA
"3380",80,"Pos. Ene.","High","Oliver Twist",68,1,1,4,1,1,"Female",27,3,"Discrete",NA,NA,NA
"3381",81,"Neg. Ene.","High","Juha",68,1,1,1,6,1,"Female",27,3,"Discrete",NA,NA,NA
"3382",82,"Neg. Ene.","High","Big Fish",68,1,1,1,5,1,"Female",27,3,"Discrete",NA,NA,NA
"3383",83,"Neg. Ene.","High","Big Fish",68,1,1,1,3,1,"Female",27,3,"Discrete",NA,NA,NA
"3384",84,"Neg. Ene.","High","Blanc",68,1,1,1,8,1,"Female",27,3,"Discrete",NA,NA,NA
"3385",85,"Neg. Ene.","High","Oliver Twist",68,1,1,1,4,1,"Female",27,3,"Discrete",NA,NA,NA
"3386",86,"Neg. Ene.","Moderate","Running Scared",68,1,1,1,3,1,"Female",27,3,"Discrete",NA,NA,NA
"3387",87,"Neg. Ene.","Moderate","Road To Perdition",68,1,1,1,6,1,"Female",27,3,"Discrete",NA,NA,NA
"3388",88,"Neg. Ene.","Moderate","Blanc",68,1,1,1,5,1,"Female",27,3,"Discrete",NA,NA,NA
"3389",89,"Neg. Ene.","Moderate","Blanc",68,1,4,1,2,1,"Female",27,3,"Discrete",NA,NA,NA
"3390",90,"Neg. Ene.","Moderate","Batman Returns",68,1,3,1,3,1,"Female",27,3,"Discrete",NA,NA,NA
"3391",91,"Pos. Ten.","Moderate","The Alien Trilogy",68,3,2,1,1,1,"Female",27,3,"Discrete",NA,NA,NA
"3392",92,"Pos. Ten.","Moderate","The Fifth Element",68,7,3,1,1,1,"Female",27,3,"Discrete",NA,NA,NA
"3393",93,"Pos. Ten.","Moderate","Babylon 5",68,3,7,1,1,1,"Female",27,3,"Discrete",NA,NA,NA
"3394",94,"Pos. Ten.","Moderate","Hellraiser",68,1,5,1,1,1,"Female",27,3,"Discrete",NA,NA,NA
"3395",95,"Pos. Ten.","Moderate","Oliver Twist",68,3,3,1,1,1,"Female",27,3,"Discrete",NA,NA,NA
"3396",96,"Pos. Ten.","High","The Missing",68,1,2,1,3,1,"Female",27,3,"Discrete",NA,NA,NA
"3397",97,"Pos. Ten.","High","Shallow Grave",68,2,8,1,1,1,"Female",27,3,"Discrete",NA,NA,NA
"3398",98,"Pos. Ten.","High","Naked Lunch",68,1,1,1,3,1,"Female",27,3,"Discrete",NA,NA,NA
"3399",99,"Pos. Ten.","High","Dracula",68,1,1,1,3,1,"Female",27,3,"Discrete",NA,NA,NA
"3400",100,"Pos. Ten.","High","Cape Fear",68,1,6,1,1,1,"Female",27,3,"Discrete",NA,NA,NA
"3401",101,"Neg. Ten.","High","Juha",68,1,1,1,4,1,"Female",27,3,"Discrete",NA,NA,NA
"3402",102,"Neg. Ten.","High","Shakespeare In Love",68,1,1,1,7,1,"Female",27,3,"Discrete",NA,NA,NA
"3403",103,"Neg. Ten.","High","The Fifth Element",68,1,1,1,4,1,"Female",27,3,"Discrete",NA,NA,NA
"3404",104,"Neg. Ten.","High","Crouching Tiger",68,1,1,1,7,1,"Female",27,3,"Discrete",NA,NA,NA
"3405",105,"Neg. Ten.","High","Pride & Prejudice",68,1,1,7,1,1,"Female",27,3,"Discrete",NA,NA,NA
"3406",106,"Neg. Ten.","Moderate","Lethal weapon 3",68,1,1,1,1,4,"Female",27,3,"Discrete",NA,NA,NA
"3407",107,"Neg. Ten.","Moderate","The Godfarher",68,1,1,1,4,1,"Female",27,3,"Discrete",NA,NA,NA
"3408",108,"Neg. Ten.","Moderate","Gladiator",68,1,1,1,4,4,"Female",27,3,"Discrete",NA,NA,NA
"3409",109,"Neg. Ten.","Moderate","Pride & Prejudice",68,1,1,1,5,1,"Female",27,3,"Discrete",NA,NA,NA
"3410",110,"Neg. Ten.","Moderate","Big Fish",68,1,1,1,5,1,"Female",27,3,"Discrete",NA,NA,NA
"3411",51,"Pos. Val.","Moderate","Juha",69,1,1,9,3,5,"Female",22,2,"Discrete",NA,NA,NA
"3412",52,"Pos. Val.","Moderate","Blanc",69,1,1,2,5,4,"Female",22,2,"Discrete",NA,NA,NA
"3413",53,"Pos. Val.","Moderate","Gladiator",69,1,1,5,2,5,"Female",22,2,"Discrete",NA,NA,NA
"3414",54,"Pos. Val.","Moderate","Pride & Prejudice",69,1,1,7,5,4,"Female",22,2,"Discrete",NA,NA,NA
"3415",55,"Pos. Val.","Moderate","Dances with Wolves",69,1,1,6,3,4,"Female",22,2,"Discrete",NA,NA,NA
"3416",56,"Pos. Val.","High","Man of Galilee CD1",69,1,2,4,2,3,"Female",22,2,"Discrete",NA,NA,NA
"3417",57,"Pos. Val.","High","Shakespeare In Love",69,1,1,2,1,1,"Female",22,2,"Discrete",NA,NA,NA
"3418",58,"Pos. Val.","High","Vertigo OST",69,1,2,2,3,4,"Female",22,2,"Discrete",NA,NA,NA
"3419",59,"Pos. Val.","High","Vertigo OST",69,1,1,2,2,2,"Female",22,2,"Discrete",NA,NA,NA
"3420",60,"Pos. Val.","High","Outbreak",69,1,1,2,3,2,"Female",22,2,"Discrete",NA,NA,NA
"3421",61,"Neg. Val.","High","Juha",69,1,2,3,1,4,"Female",22,2,"Discrete",NA,NA,NA
"3422",62,"Neg. Val.","High","Shakespeare In Love",69,3,9,1,5,1,"Female",22,2,"Discrete",NA,NA,NA
"3423",63,"Neg. Val.","High","Batman",69,1,7,1,8,2,"Female",22,2,"Discrete",NA,NA,NA
"3424",64,"Neg. Val.","High","The Fifth Element",69,1,2,7,3,2,"Female",22,2,"Discrete",NA,NA,NA
"3425",65,"Neg. Val.","High","Big Fish",69,5,4,3,5,2,"Female",22,2,"Discrete",NA,NA,NA
"3426",66,"Neg. Val.","Moderate","The English Patient",69,5,9,1,3,1,"Female",22,2,"Discrete",NA,NA,NA
"3427",67,"Neg. Val.","Moderate","Lethal weapon 3",69,1,6,2,4,3,"Female",22,2,"Discrete",NA,NA,NA
"3428",68,"Neg. Val.","Moderate","Road To Perdition",69,2,2,1,5,2,"Female",22,2,"Discrete",NA,NA,NA
"3429",69,"Neg. Val.","Moderate","Hellraiser",69,3,6,1,3,2,"Female",22,2,"Discrete",NA,NA,NA
"3430",70,"Neg. Val.","Moderate","Grizzle Man",69,7,5,1,1,1,"Female",22,2,"Discrete",NA,NA,NA
"3431",71,"Pos. Ene.","Moderate","The Untouchables",69,2,2,8,2,4,"Female",22,2,"Discrete",NA,NA,NA
"3432",72,"Pos. Ene.","Moderate","Man of Galilee CD1",69,1,1,8,3,1,"Female",22,2,"Discrete",NA,NA,NA
"3433",73,"Pos. Ene.","Moderate","Shine",69,1,2,7,1,6,"Female",22,2,"Discrete",NA,NA,NA
"3434",74,"Pos. Ene.","Moderate","Shine",69,1,1,8,2,2,"Female",22,2,"Discrete",NA,NA,NA
"3435",75,"Pos. Ene.","Moderate","Batman",69,1,2,2,1,1,"Female",22,2,"Discrete",NA,NA,NA
"3436",76,"Pos. Ene.","High","Juha",69,1,1,7,3,2,"Female",22,2,"Discrete",NA,NA,NA
"3437",77,"Pos. Ene.","High","Lethal weapon 3",69,1,1,8,1,1,"Female",22,2,"Discrete",NA,NA,NA
"3438",78,"Pos. Ene.","High","Crouching Tiger",69,1,2,1,8,3,"Female",22,2,"Discrete",NA,NA,NA
"3439",79,"Pos. Ene.","High","Batman",69,1,1,2,1,1,"Female",22,2,"Discrete",NA,NA,NA
"3440",80,"Pos. Ene.","High","Oliver Twist",69,2,2,8,5,3,"Female",22,2,"Discrete",NA,NA,NA
"3441",81,"Neg. Ene.","High","Juha",69,1,2,2,6,2,"Female",22,2,"Discrete",NA,NA,NA
"3442",82,"Neg. Ene.","High","Big Fish",69,1,2,4,3,4,"Female",22,2,"Discrete",NA,NA,NA
"3443",83,"Neg. Ene.","High","Big Fish",69,1,1,7,4,2,"Female",22,2,"Discrete",NA,NA,NA
"3444",84,"Neg. Ene.","High","Blanc",69,1,1,2,8,3,"Female",22,2,"Discrete",NA,NA,NA
"3445",85,"Neg. Ene.","High","Oliver Twist",69,1,3,3,2,2,"Female",22,2,"Discrete",NA,NA,NA
"3446",86,"Neg. Ene.","Moderate","Running Scared",69,1,6,1,6,1,"Female",22,2,"Discrete",NA,NA,NA
"3447",87,"Neg. Ene.","Moderate","Road To Perdition",69,1,4,1,2,2,"Female",22,2,"Discrete",NA,NA,NA
"3448",88,"Neg. Ene.","Moderate","Blanc",69,1,8,1,7,2,"Female",22,2,"Discrete",NA,NA,NA
"3449",89,"Neg. Ene.","Moderate","Blanc",69,2,8,1,2,2,"Female",22,2,"Discrete",NA,NA,NA
"3450",90,"Neg. Ene.","Moderate","Batman Returns",69,1,5,1,3,1,"Female",22,2,"Discrete",NA,NA,NA
"3451",91,"Pos. Ten.","Moderate","The Alien Trilogy",69,4,6,3,1,1,"Female",22,2,"Discrete",NA,NA,NA
"3452",92,"Pos. Ten.","Moderate","The Fifth Element",69,8,9,1,7,1,"Female",22,2,"Discrete",NA,NA,NA
"3453",93,"Pos. Ten.","Moderate","Babylon 5",69,7,8,1,2,1,"Female",22,2,"Discrete",NA,NA,NA
"3454",94,"Pos. Ten.","Moderate","Hellraiser",69,3,5,1,3,2,"Female",22,2,"Discrete",NA,NA,NA
"3455",95,"Pos. Ten.","Moderate","Oliver Twist",69,1,8,1,1,1,"Female",22,2,"Discrete",NA,NA,NA
"3456",96,"Pos. Ten.","High","The Missing",69,1,3,2,2,2,"Female",22,2,"Discrete",NA,NA,NA
"3457",97,"Pos. Ten.","High","Shallow Grave",69,3,8,4,1,1,"Female",22,2,"Discrete",NA,NA,NA
"3458",98,"Pos. Ten.","High","Naked Lunch",69,1,2,2,2,1,"Female",22,2,"Discrete",NA,NA,NA
"3459",99,"Pos. Ten.","High","Dracula",69,2,3,1,7,2,"Female",22,2,"Discrete",NA,NA,NA
"3460",100,"Pos. Ten.","High","Cape Fear",69,1,2,1,2,1,"Female",22,2,"Discrete",NA,NA,NA
"3461",101,"Neg. Ten.","High","Juha",69,1,1,8,3,4,"Female",22,2,"Discrete",NA,NA,NA
"3462",102,"Neg. Ten.","High","Shakespeare In Love",69,1,1,7,1,1,"Female",22,2,"Discrete",NA,NA,NA
"3463",103,"Neg. Ten.","High","The Fifth Element",69,1,1,9,7,2,"Female",22,2,"Discrete",NA,NA,NA
"3464",104,"Neg. Ten.","High","Crouching Tiger",69,1,1,1,8,4,"Female",22,2,"Discrete",NA,NA,NA
"3465",105,"Neg. Ten.","High","Pride & Prejudice",69,1,1,2,1,1,"Female",22,2,"Discrete",NA,NA,NA
"3466",106,"Neg. Ten.","Moderate","Lethal weapon 3",69,1,1,3,2,7,"Female",22,2,"Discrete",NA,NA,NA
"3467",107,"Neg. Ten.","Moderate","The Godfarher",69,1,2,8,3,6,"Female",22,2,"Discrete",NA,NA,NA
"3468",108,"Neg. Ten.","Moderate","Gladiator",69,2,4,2,2,2,"Female",22,2,"Discrete",NA,NA,NA
"3469",109,"Neg. Ten.","Moderate","Pride & Prejudice",69,3,1,1,3,2,"Female",22,2,"Discrete",NA,NA,NA
"3470",110,"Neg. Ten.","Moderate","Big Fish",69,1,1,7,4,7,"Female",22,2,"Discrete",NA,NA,NA
"3471",51,"Pos. Val.","Moderate","Juha",70,1,1,5,1,9,"Male",24,2,"Discrete",NA,NA,NA
"3472",52,"Pos. Val.","Moderate","Blanc",70,1,1,6,3,8,"Male",24,2,"Discrete",NA,NA,NA
"3473",53,"Pos. Val.","Moderate","Gladiator",70,1,1,3,1,8,"Male",24,2,"Discrete",NA,NA,NA
"3474",54,"Pos. Val.","Moderate","Pride & Prejudice",70,1,1,3,1,8,"Male",24,2,"Discrete",NA,NA,NA
"3475",55,"Pos. Val.","Moderate","Dances with Wolves",70,1,1,7,1,1,"Male",24,2,"Discrete",NA,NA,NA
"3476",56,"Pos. Val.","High","Man of Galilee CD1",70,1,1,8,1,4,"Male",24,2,"Discrete",NA,NA,NA
"3477",57,"Pos. Val.","High","Shakespeare In Love",70,1,1,4,2,1,"Male",24,2,"Discrete",NA,NA,NA
"3478",58,"Pos. Val.","High","Vertigo OST",70,1,1,4,1,8,"Male",24,2,"Discrete",NA,NA,NA
"3479",59,"Pos. Val.","High","Vertigo OST",70,1,1,6,1,7,"Male",24,2,"Discrete",NA,NA,NA
"3480",60,"Pos. Val.","High","Outbreak",70,1,2,1,3,1,"Male",24,2,"Discrete",NA,NA,NA
"3481",61,"Neg. Val.","High","Juha",70,1,1,6,1,1,"Male",24,2,"Discrete",NA,NA,NA
"3482",62,"Neg. Val.","High","Shakespeare In Love",70,2,4,1,3,1,"Male",24,2,"Discrete",NA,NA,NA
"3483",63,"Neg. Val.","High","Batman",70,1,4,1,1,3,"Male",24,2,"Discrete",NA,NA,NA
"3484",64,"Neg. Val.","High","The Fifth Element",70,1,2,1,1,1,"Male",24,2,"Discrete",NA,NA,NA
"3485",65,"Neg. Val.","High","Big Fish",70,1,4,1,3,1,"Male",24,2,"Discrete",NA,NA,NA
"3486",66,"Neg. Val.","Moderate","The English Patient",70,1,4,1,1,1,"Male",24,2,"Discrete",NA,NA,NA
"3487",67,"Neg. Val.","Moderate","Lethal weapon 3",70,1,3,1,5,1,"Male",24,2,"Discrete",NA,NA,NA
"3488",68,"Neg. Val.","Moderate","Road To Perdition",70,3,7,1,1,1,"Male",24,2,"Discrete",NA,NA,NA
"3489",69,"Neg. Val.","Moderate","Hellraiser",70,2,5,1,1,1,"Male",24,2,"Discrete",NA,NA,NA
"3490",70,"Neg. Val.","Moderate","Grizzle Man",70,3,2,1,1,1,"Male",24,2,"Discrete",NA,NA,NA
"3491",71,"Pos. Ene.","Moderate","The Untouchables",70,1,1,8,1,1,"Male",24,2,"Discrete",NA,NA,NA
"3492",72,"Pos. Ene.","Moderate","Man of Galilee CD1",70,1,1,9,1,1,"Male",24,2,"Discrete",NA,NA,NA
"3493",73,"Pos. Ene.","Moderate","Shine",70,1,1,8,1,1,"Male",24,2,"Discrete",NA,NA,NA
"3494",74,"Pos. Ene.","Moderate","Shine",70,1,2,6,1,1,"Male",24,2,"Discrete",NA,NA,NA
"3495",75,"Pos. Ene.","Moderate","Batman",70,1,1,9,1,1,"Male",24,2,"Discrete",NA,NA,NA
"3496",76,"Pos. Ene.","High","Juha",70,1,1,2,1,4,"Male",24,2,"Discrete",NA,NA,NA
"3497",77,"Pos. Ene.","High","Lethal weapon 3",70,1,1,7,1,1,"Male",24,2,"Discrete",NA,NA,NA
"3498",78,"Pos. Ene.","High","Crouching Tiger",70,1,4,1,1,3,"Male",24,2,"Discrete",NA,NA,NA
"3499",79,"Pos. Ene.","High","Batman",70,1,1,7,1,1,"Male",24,2,"Discrete",NA,NA,NA
"3500",80,"Pos. Ene.","High","Oliver Twist",70,1,1,8,1,1,"Male",24,2,"Discrete",NA,NA,NA
"3501",81,"Neg. Ene.","High","Juha",70,1,1,1,8,1,"Male",24,2,"Discrete",NA,NA,NA
"3502",82,"Neg. Ene.","High","Big Fish",70,1,1,1,4,1,"Male",24,2,"Discrete",NA,NA,NA
"3503",83,"Neg. Ene.","High","Big Fish",70,1,2,1,3,1,"Male",24,2,"Discrete",NA,NA,NA
"3504",84,"Neg. Ene.","High","Blanc",70,1,1,1,3,1,"Male",24,2,"Discrete",NA,NA,NA
"3505",85,"Neg. Ene.","High","Oliver Twist",70,1,2,1,4,1,"Male",24,2,"Discrete",NA,NA,NA
"3506",86,"Neg. Ene.","Moderate","Running Scared",70,2,1,1,3,1,"Male",24,2,"Discrete",NA,NA,NA
"3507",87,"Neg. Ene.","Moderate","Road To Perdition",70,1,5,1,7,1,"Male",24,2,"Discrete",NA,NA,NA
"3508",88,"Neg. Ene.","Moderate","Blanc",70,1,1,1,5,3,"Male",24,2,"Discrete",NA,NA,NA
"3509",89,"Neg. Ene.","Moderate","Blanc",70,1,2,1,5,3,"Male",24,2,"Discrete",NA,NA,NA
"3510",90,"Neg. Ene.","Moderate","Batman Returns",70,1,1,1,2,1,"Male",24,2,"Discrete",NA,NA,NA
"3511",91,"Pos. Ten.","Moderate","The Alien Trilogy",70,3,4,1,1,1,"Male",24,2,"Discrete",NA,NA,NA
"3512",92,"Pos. Ten.","Moderate","The Fifth Element",70,3,6,1,1,1,"Male",24,2,"Discrete",NA,NA,NA
"3513",93,"Pos. Ten.","Moderate","Babylon 5",70,2,8,1,1,1,"Male",24,2,"Discrete",NA,NA,NA
"3514",94,"Pos. Ten.","Moderate","Hellraiser",70,2,5,1,2,1,"Male",24,2,"Discrete",NA,NA,NA
"3515",95,"Pos. Ten.","Moderate","Oliver Twist",70,1,5,1,1,1,"Male",24,2,"Discrete",NA,NA,NA
"3516",96,"Pos. Ten.","High","The Missing",70,2,3,1,5,1,"Male",24,2,"Discrete",NA,NA,NA
"3517",97,"Pos. Ten.","High","Shallow Grave",70,1,5,1,1,1,"Male",24,2,"Discrete",NA,NA,NA
"3518",98,"Pos. Ten.","High","Naked Lunch",70,1,1,1,4,1,"Male",24,2,"Discrete",NA,NA,NA
"3519",99,"Pos. Ten.","High","Dracula",70,2,3,1,5,1,"Male",24,2,"Discrete",NA,NA,NA
"3520",100,"Pos. Ten.","High","Cape Fear",70,1,2,1,4,1,"Male",24,2,"Discrete",NA,NA,NA
"3521",101,"Neg. Ten.","High","Juha",70,1,1,6,2,4,"Male",24,2,"Discrete",NA,NA,NA
"3522",102,"Neg. Ten.","High","Shakespeare In Love",70,1,1,3,1,2,"Male",24,2,"Discrete",NA,NA,NA
"3523",103,"Neg. Ten.","High","The Fifth Element",70,1,1,2,1,2,"Male",24,2,"Discrete",NA,NA,NA
"3524",104,"Neg. Ten.","High","Crouching Tiger",70,1,1,1,2,4,"Male",24,2,"Discrete",NA,NA,NA
"3525",105,"Neg. Ten.","High","Pride & Prejudice",70,1,1,9,1,1,"Male",24,2,"Discrete",NA,NA,NA
"3526",106,"Neg. Ten.","Moderate","Lethal weapon 3",70,1,1,5,2,9,"Male",24,2,"Discrete",NA,NA,NA
"3527",107,"Neg. Ten.","Moderate","The Godfarher",70,1,1,9,1,5,"Male",24,2,"Discrete",NA,NA,NA
"3528",108,"Neg. Ten.","Moderate","Gladiator",70,1,2,1,3,1,"Male",24,2,"Discrete",NA,NA,NA
"3529",109,"Neg. Ten.","Moderate","Pride & Prejudice",70,1,1,1,8,3,"Male",24,2,"Discrete",NA,NA,NA
"3530",110,"Neg. Ten.","Moderate","Big Fish",70,1,1,1,2,5,"Male",24,2,"Discrete",NA,NA,NA
"3531",51,"Pos. Val.","Moderate","Juha",71,1,1,6,1,7,"Female",30,3,"Discrete",NA,NA,NA
"3532",52,"Pos. Val.","Moderate","Blanc",71,1,1,6,2,1,"Female",30,3,"Discrete",NA,NA,NA
"3533",53,"Pos. Val.","Moderate","Gladiator",71,1,1,7,1,1,"Female",30,3,"Discrete",NA,NA,NA
"3534",54,"Pos. Val.","Moderate","Pride & Prejudice",71,1,1,1,5,2,"Female",30,3,"Discrete",NA,NA,NA
"3535",55,"Pos. Val.","Moderate","Dances with Wolves",71,1,1,7,1,1,"Female",30,3,"Discrete",NA,NA,NA
"3536",56,"Pos. Val.","High","Man of Galilee CD1",71,1,1,7,1,1,"Female",30,3,"Discrete",NA,NA,NA
"3537",57,"Pos. Val.","High","Shakespeare In Love",71,1,1,7,1,1,"Female",30,3,"Discrete",NA,NA,NA
"3538",58,"Pos. Val.","High","Vertigo OST",71,1,1,1,6,1,"Female",30,3,"Discrete",NA,NA,NA
"3539",59,"Pos. Val.","High","Vertigo OST",71,1,1,6,1,1,"Female",30,3,"Discrete",NA,NA,NA
"3540",60,"Pos. Val.","High","Outbreak",71,1,1,6,1,1,"Female",30,3,"Discrete",NA,NA,NA
"3541",61,"Neg. Val.","High","Juha",71,1,1,6,1,1,"Female",30,3,"Discrete",NA,NA,NA
"3542",62,"Neg. Val.","High","Shakespeare In Love",71,3,4,1,3,1,"Female",30,3,"Discrete",NA,NA,NA
"3543",63,"Neg. Val.","High","Batman",71,4,3,1,3,1,"Female",30,3,"Discrete",NA,NA,NA
"3544",64,"Neg. Val.","High","The Fifth Element",71,6,9,1,1,1,"Female",30,3,"Discrete",NA,NA,NA
"3545",65,"Neg. Val.","High","Big Fish",71,7,5,1,2,1,"Female",30,3,"Discrete",NA,NA,NA
"3546",66,"Neg. Val.","Moderate","The English Patient",71,8,7,1,1,1,"Female",30,3,"Discrete",NA,NA,NA
"3547",67,"Neg. Val.","Moderate","Lethal weapon 3",71,4,3,1,1,1,"Female",30,3,"Discrete",NA,NA,NA
"3548",68,"Neg. Val.","Moderate","Road To Perdition",71,7,7,1,1,1,"Female",30,3,"Discrete",NA,NA,NA
"3549",69,"Neg. Val.","Moderate","Hellraiser",71,8,8,1,1,1,"Female",30,3,"Discrete",NA,NA,NA
"3550",70,"Neg. Val.","Moderate","Grizzle Man",71,7,7,1,3,1,"Female",30,3,"Discrete",NA,NA,NA
"3551",71,"Pos. Ene.","Moderate","The Untouchables",71,1,1,7,1,1,"Female",30,3,"Discrete",NA,NA,NA
"3552",72,"Pos. Ene.","Moderate","Man of Galilee CD1",71,1,1,8,1,1,"Female",30,3,"Discrete",NA,NA,NA
"3553",73,"Pos. Ene.","Moderate","Shine",71,1,1,7,1,1,"Female",30,3,"Discrete",NA,NA,NA
"3554",74,"Pos. Ene.","Moderate","Shine",71,1,1,1,1,1,"Female",30,3,"Discrete",NA,NA,NA
"3555",75,"Pos. Ene.","Moderate","Batman",71,1,1,8,1,1,"Female",30,3,"Discrete",NA,NA,NA
"3556",76,"Pos. Ene.","High","Juha",71,1,1,8,1,2,"Female",30,3,"Discrete",NA,NA,NA
"3557",77,"Pos. Ene.","High","Lethal weapon 3",71,1,1,8,1,1,"Female",30,3,"Discrete",NA,NA,NA
"3558",78,"Pos. Ene.","High","Crouching Tiger",71,2,1,1,1,1,"Female",30,3,"Discrete",NA,NA,NA
"3559",79,"Pos. Ene.","High","Batman",71,1,1,8,1,1,"Female",30,3,"Discrete",NA,NA,NA
"3560",80,"Pos. Ene.","High","Oliver Twist",71,1,1,3,1,1,"Female",30,3,"Discrete",NA,NA,NA
"3561",81,"Neg. Ene.","High","Juha",71,1,1,1,8,3,"Female",30,3,"Discrete",NA,NA,NA
"3562",82,"Neg. Ene.","High","Big Fish",71,1,2,1,7,3,"Female",30,3,"Discrete",NA,NA,NA
"3563",83,"Neg. Ene.","High","Big Fish",71,1,1,1,7,6,"Female",30,3,"Discrete",NA,NA,NA
"3564",84,"Neg. Ene.","High","Blanc",71,1,1,1,7,2,"Female",30,3,"Discrete",NA,NA,NA
"3565",85,"Neg. Ene.","High","Oliver Twist",71,5,6,1,8,1,"Female",30,3,"Discrete",NA,NA,NA
"3566",86,"Neg. Ene.","Moderate","Running Scared",71,3,1,1,6,1,"Female",30,3,"Discrete",NA,NA,NA
"3567",87,"Neg. Ene.","Moderate","Road To Perdition",71,1,1,1,7,1,"Female",30,3,"Discrete",NA,NA,NA
"3568",88,"Neg. Ene.","Moderate","Blanc",71,1,1,1,3,1,"Female",30,3,"Discrete",NA,NA,NA
"3569",89,"Neg. Ene.","Moderate","Blanc",71,1,4,1,7,1,"Female",30,3,"Discrete",NA,NA,NA
"3570",90,"Neg. Ene.","Moderate","Batman Returns",71,1,7,1,7,1,"Female",30,3,"Discrete",NA,NA,NA
"3571",91,"Pos. Ten.","Moderate","The Alien Trilogy",71,3,3,1,2,1,"Female",30,3,"Discrete",NA,NA,NA
"3572",92,"Pos. Ten.","Moderate","The Fifth Element",71,6,1,1,1,1,"Female",30,3,"Discrete",NA,NA,NA
"3573",93,"Pos. Ten.","Moderate","Babylon 5",71,8,8,1,1,1,"Female",30,3,"Discrete",NA,NA,NA
"3574",94,"Pos. Ten.","Moderate","Hellraiser",71,7,7,1,1,1,"Female",30,3,"Discrete",NA,NA,NA
"3575",95,"Pos. Ten.","Moderate","Oliver Twist",71,8,5,1,1,1,"Female",30,3,"Discrete",NA,NA,NA
"3576",96,"Pos. Ten.","High","The Missing",71,4,6,1,6,1,"Female",30,3,"Discrete",NA,NA,NA
"3577",97,"Pos. Ten.","High","Shallow Grave",71,7,9,1,1,1,"Female",30,3,"Discrete",NA,NA,NA
"3578",98,"Pos. Ten.","High","Naked Lunch",71,5,1,1,1,1,"Female",30,3,"Discrete",NA,NA,NA
"3579",99,"Pos. Ten.","High","Dracula",71,6,1,1,2,1,"Female",30,3,"Discrete",NA,NA,NA
"3580",100,"Pos. Ten.","High","Cape Fear",71,4,6,1,4,1,"Female",30,3,"Discrete",NA,NA,NA
"3581",101,"Neg. Ten.","High","Juha",71,1,1,7,1,3,"Female",30,3,"Discrete",NA,NA,NA
"3582",102,"Neg. Ten.","High","Shakespeare In Love",71,1,1,1,6,1,"Female",30,3,"Discrete",NA,NA,NA
"3583",103,"Neg. Ten.","High","The Fifth Element",71,1,1,3,4,1,"Female",30,3,"Discrete",NA,NA,NA
"3584",104,"Neg. Ten.","High","Crouching Tiger",71,1,1,1,6,1,"Female",30,3,"Discrete",NA,NA,NA
"3585",105,"Neg. Ten.","High","Pride & Prejudice",71,1,1,9,1,1,"Female",30,3,"Discrete",NA,NA,NA
"3586",106,"Neg. Ten.","Moderate","Lethal weapon 3",71,1,1,7,1,5,"Female",30,3,"Discrete",NA,NA,NA
"3587",107,"Neg. Ten.","Moderate","The Godfarher",71,1,1,7,1,7,"Female",30,3,"Discrete",NA,NA,NA
"3588",108,"Neg. Ten.","Moderate","Gladiator",71,1,1,1,5,4,"Female",30,3,"Discrete",NA,NA,NA
"3589",109,"Neg. Ten.","Moderate","Pride & Prejudice",71,1,1,1,9,5,"Female",30,3,"Discrete",NA,NA,NA
"3590",110,"Neg. Ten.","Moderate","Big Fish",71,1,1,3,1,8,"Female",30,3,"Discrete",NA,NA,NA
"3591",51,"Pos. Val.","Moderate","Juha",72,1,1,8,2,5,"Female",21,1,"Discrete",NA,NA,NA
"3592",52,"Pos. Val.","Moderate","Blanc",72,1,1,4,5,5,"Female",21,1,"Discrete",NA,NA,NA
"3593",53,"Pos. Val.","Moderate","Gladiator",72,1,2,6,1,1,"Female",21,1,"Discrete",NA,NA,NA
"3594",54,"Pos. Val.","Moderate","Pride & Prejudice",72,1,1,3,9,6,"Female",21,1,"Discrete",NA,NA,NA
